User_ID_Anon,Timestamp,Step_Order,Channel,Conversion_Flag
307430e1,2025-02-10 23:00:02,3,Referral,0
307430e1,2025-02-11 17:11:02,4,Direct Traffic,1
30bbb19c,2025-02-10 04:52:27,1,Display Ads,1
30bbb19c,2025-02-10 07:23:31,2,Search Ads,0
30bbb19c,2025-02-10 15:06:39,3,Social Media,0
30bbb19c,2025-02-11 01:00:08,4,Social Media,0
30c86cf3,2025-02-10 19:38:21,1,Search Ads,0
30c86cf3,2025-02-11 18:00:38,2,Social Media,0
30c86cf3,2025-02-11 19:53:19,3,Referral,0
30e3f13d,2025-02-10 01:22:22,1,Search Ads,0
30e3f13d,2025-02-11 06:40:42,2,Social Media,0
30f3452c,2025-02-11 07:29:41,1,Search Ads,0
3106a8f6,2025-02-10 15:53:11,1,Display Ads,0
3106a8f6,2025-02-10 22:33:14,2,Search Ads,1
3106a8f6,2025-02-11 06:31:16,3,Display Ads,1
311aafdf,2025-02-10 10:52:12,1,Referral,1
311aafdf,2025-02-11 16:09:54,2,Direct Traffic,1
31212446,2025-02-10 10:23:23,1,Display Ads,0
31212446,2025-02-11 19:32:04,2,Direct Traffic,0
32171a3b,2025-02-10 19:21:10,1,Email,1
32171a3b,2025-02-10 20:30:48,2,Direct Traffic,1
32171a3b,2025-02-11 05:16:53,3,Referral,0
3233c222,2025-02-10 01:34:09,1,Direct Traffic,1
3233c222,2025-02-10 08:52:29,2,Social Media,0
3233c222,2025-02-11 04:19:27,3,Display Ads,1
3233c222,2025-02-11 17:25:36,4,Referral,1
3233c222,2025-02-11 23:18:30,5,Email,1
3233c222,2025-02-11 23:53:57,6,Direct Traffic,0
32789a99,2025-02-11 06:09:48,1,Display Ads,1
32789a99,2025-02-11 21:47:14,2,Display Ads,0
32998c8c,2025-02-10 14:43:28,1,Direct Traffic,1
32b4a34e,2025-02-10 10:05:46,1,Display Ads,1
32b4a34e,2025-02-10 11:34:19,2,Social Media,1
32b4a34e,2025-02-11 01:52:12,3,Display Ads,0
32b4a34e,2025-02-11 02:48:54,4,Referral,1
32b4a34e,2025-02-11 06:02:39,5,Referral,0
32b4a34e,2025-02-11 14:57:26,6,Email,1
32bf5fbb,2025-02-10 07:30:17,1,Email,1
32bf5fbb,2025-02-11 03:03:58,2,Search Ads,0
32bf5fbb,2025-02-11 16:17:39,3,Email,1
32f50767,2025-02-10 09:54:10,1,Display Ads,0
32f50767,2025-02-11 20:02:50,2,Display Ads,0
32f50767,2025-02-11 21:40:59,3,Search Ads,0
32f50767,2025-02-11 23:27:58,4,Direct Traffic,0
33065e6d,2025-02-10 00:02:27,1,Search Ads,0
33065e6d,2025-02-10 11:00:54,2,Social Media,1
331d11c6,2025-02-10 04:56:44,1,Social Media,0
331d11c6,2025-02-11 08:21:26,2,Email,1
331d11c6,2025-02-11 19:27:09,3,Social Media,1
332501c9,2025-02-11 15:28:13,1,Social Media,0
332ab733,2025-02-11 05:31:03,1,Search Ads,1
33339751,2025-02-10 00:29:52,1,Social Media,1
33339751,2025-02-11 15:09:49,2,Referral,1
33339751,2025-02-11 18:26:40,3,Social Media,1
3338cf1b,2025-02-10 02:12:21,1,Display Ads,1
3338cf1b,2025-02-10 10:48:43,2,Referral,1
3338cf1b,2025-02-10 17:42:31,3,Display Ads,1
3338cf1b,2025-02-10 23:15:19,4,Referral,1
334244ac,2025-02-10 20:01:20,1,Referral,0
334244ac,2025-02-11 07:52:20,2,Social Media,1
334244ac,2025-02-11 08:53:47,3,Email,0
334d7772,2025-02-10 16:37:39,1,Direct Traffic,1
334d7772,2025-02-11 07:13:51,2,Email,1
338f970b,2025-02-10 09:32:22,1,Display Ads,0
338f970b,2025-02-10 23:20:47,2,Display Ads,0
338f970b,2025-02-11 09:44:44,3,Referral,0
338f970b,2025-02-11 11:30:06,4,Direct Traffic,1
338f970b,2025-02-11 14:06:47,5,Email,1
338f970b,2025-02-11 15:06:33,6,Display Ads,1
339c012b,2025-02-10 07:24:55,1,Referral,0
339c012b,2025-02-11 07:44:27,2,Display Ads,0
33af77df,2025-02-10 09:19:14,1,Email,1
33af77df,2025-02-10 15:26:36,2,Social Media,1
33af77df,2025-02-10 15:38:38,3,Direct Traffic,1
33af77df,2025-02-10 20:10:47,4,Display Ads,0
33b5f601,2025-02-10 05:48:54,1,Display Ads,0
33b5f601,2025-02-11 08:55:31,2,Referral,1
33b5f601,2025-02-11 17:15:03,3,Display Ads,0
33b5f601,2025-02-11 20:29:26,4,Search Ads,1
33d22c4c,2025-02-10 09:34:15,1,Referral,1
33d22c4c,2025-02-10 12:59:48,2,Display Ads,1
33d80637,2025-02-10 12:08:06,1,Search Ads,1
33d80637,2025-02-11 10:53:40,2,Email,0
33d80637,2025-02-11 11:31:52,3,Search Ads,0
33e43205,2025-02-10 01:27:06,1,Referral,1
33e43205,2025-02-11 07:30:52,2,Email,0
33e43205,2025-02-11 15:58:17,3,Social Media,0
33e4c1f6,2025-02-11 12:53:09,1,Direct Traffic,0
33e4c1f6,2025-02-11 13:43:09,2,Email,1
33e4c1f6,2025-02-11 16:46:02,3,Direct Traffic,0
33e4c1f6,2025-02-11 18:22:22,4,Email,0
33e4c1f6,2025-02-11 19:48:16,5,Referral,1
33e4c1f6,2025-02-11 21:26:36,6,Display Ads,0
33f00605,2025-02-11 07:29:34,1,Social Media,0
33fd046f,2025-02-10 10:04:49,1,Referral,0
34090cfd,2025-02-10 01:47:54,1,Email,0
34090cfd,2025-02-10 02:30:45,2,Direct Traffic,1
34090cfd,2025-02-10 11:58:33,3,Social Media,1
34090cfd,2025-02-11 06:34:17,4,Display Ads,0
34090cfd,2025-02-11 11:28:18,5,Search Ads,0
34092495,2025-02-11 08:19:17,1,Search Ads,0
34092495,2025-02-11 09:43:36,2,Email,0
341694a3,2025-02-10 18:23:08,1,Email,1
341694a3,2025-02-11 21:56:08,2,Search Ads,0
341694a3,2025-02-11 22:24:12,3,Referral,1
34233634,2025-02-10 09:34:30,1,Referral,1
34233634,2025-02-10 16:25:48,2,Social Media,1
34233634,2025-02-10 19:57:06,3,Direct Traffic,0
34233634,2025-02-10 20:43:58,4,Direct Traffic,1
34233634,2025-02-11 17:14:21,5,Display Ads,1
3432c264,2025-02-10 11:18:31,1,Referral,0
3432c264,2025-02-10 22:05:19,2,Social Media,1
3435d95f,2025-02-10 08:19:21,1,Social Media,1
3435d95f,2025-02-11 12:37:29,2,Social Media,1
3435d95f,2025-02-11 19:50:57,3,Social Media,0
344a5df7,2025-02-11 00:23:52,1,Email,0
344a5df7,2025-02-11 10:58:37,2,Email,1
346638f6,2025-02-10 00:02:58,1,Search Ads,1
346638f6,2025-02-10 07:15:12,2,Direct Traffic,1
346638f6,2025-02-11 01:53:47,3,Social Media,0
346638f6,2025-02-11 13:13:55,4,Display Ads,1
346638f6,2025-02-11 15:28:58,5,Social Media,0
346638f6,2025-02-11 17:38:28,6,Social Media,1
3477e0a1,2025-02-10 19:36:42,1,Direct Traffic,0
34abfd73,2025-02-10 10:53:06,1,Search Ads,1
34abfd73,2025-02-10 17:25:03,2,Email,0
34abfd73,2025-02-11 00:12:42,3,Referral,1
34abfd73,2025-02-11 07:01:08,4,Social Media,0
34abfd73,2025-02-11 09:14:16,5,Social Media,1
34abfd73,2025-02-11 11:07:54,6,Social Media,0
35391205,2025-02-10 01:35:58,1,Direct Traffic,1
35391205,2025-02-10 23:01:20,2,Referral,1
355f5f08,2025-02-10 02:08:27,1,Display Ads,1
355f5f08,2025-02-10 11:57:46,2,Direct Traffic,1
355f5f08,2025-02-10 12:59:50,3,Email,0
355f5f08,2025-02-11 08:45:07,4,Email,0
355f5f08,2025-02-11 14:01:46,5,Search Ads,1
35652b06,2025-02-10 07:25:54,1,Search Ads,0
35652b06,2025-02-10 10:43:17,2,Display Ads,1
35652b06,2025-02-11 09:01:19,3,Direct Traffic,0
35652b06,2025-02-11 13:04:42,4,Social Media,0
35652b06,2025-02-11 16:37:44,5,Email,0
357b4536,2025-02-11 02:31:11,1,Display Ads,0
357b4536,2025-02-11 03:14:50,2,Referral,1
357b4536,2025-02-11 08:34:18,3,Email,1
357b4536,2025-02-11 23:18:52,4,Email,0
358dcb60,2025-02-10 11:13:54,1,Display Ads,0
358dcb60,2025-02-10 12:05:47,2,Referral,1
35a0af64,2025-02-10 02:38:20,1,Search Ads,1
35a0af64,2025-02-10 10:58:05,2,Display Ads,1
35a0af64,2025-02-11 00:56:40,3,Search Ads,0
35a0af64,2025-02-11 02:45:44,4,Display Ads,0
35a0af64,2025-02-11 03:38:20,5,Direct Traffic,0
35a0af64,2025-02-11 12:58:42,6,Email,1
35a20888,2025-02-10 02:00:06,1,Display Ads,1
35a20888,2025-02-10 22:13:35,2,Social Media,0
35a20888,2025-02-10 23:37:18,3,Search Ads,0
35a20888,2025-02-11 03:04:12,4,Referral,1
35b0b5e8,2025-02-11 22:34:22,1,Search Ads,0
35c9cab2,2025-02-10 18:11:13,1,Direct Traffic,1
35d3e23d,2025-02-10 17:08:00,1,Direct Traffic,0
35d3e23d,2025-02-10 23:19:38,2,Display Ads,0
35d3e23d,2025-02-11 05:12:49,3,Email,1
35d3e23d,2025-02-11 10:15:47,4,Referral,0
35de1595,2025-02-10 00:48:00,1,Referral,0
35de1595,2025-02-10 03:46:36,2,Email,0
35de1595,2025-02-10 07:24:36,3,Display Ads,1
35de1595,2025-02-10 17:40:56,4,Email,0
35de1595,2025-02-10 17:54:55,5,Display Ads,1
35de1595,2025-02-11 01:15:19,6,Social Media,0
35de1595,2025-02-11 21:43:24,7,Display Ads,0
35ea26c8,2025-02-11 06:20:50,1,Referral,0
35ea26c8,2025-02-11 13:49:51,2,Search Ads,1
36012cc0,2025-02-10 02:05:16,1,Display Ads,1
36012cc0,2025-02-10 15:54:07,2,Referral,0
36012cc0,2025-02-10 21:29:27,3,Direct Traffic,0
36012cc0,2025-02-11 04:51:15,4,Social Media,1
36012cc0,2025-02-11 08:48:09,5,Direct Traffic,0
36012cc0,2025-02-11 19:48:08,6,Email,1
36012cc0,2025-02-11 21:08:34,7,Search Ads,0
360bc971,2025-02-10 12:16:16,1,Email,0
360bc971,2025-02-10 21:54:15,2,Direct Traffic,1
360bc971,2025-02-11 02:34:06,3,Display Ads,0
360bc971,2025-02-11 19:50:37,4,Search Ads,0
36165280,2025-02-10 01:05:58,1,Search Ads,1
36165280,2025-02-10 07:22:25,2,Display Ads,0
36165280,2025-02-11 05:35:18,3,Direct Traffic,0
36165280,2025-02-11 14:48:13,4,Display Ads,1
36165280,2025-02-11 19:00:01,5,Social Media,1
3632fb9a,2025-02-10 06:40:42,1,Display Ads,0
3632fb9a,2025-02-10 08:34:24,2,Social Media,1
3632fb9a,2025-02-10 11:50:57,3,Email,1
3632fb9a,2025-02-10 13:06:41,4,Social Media,1
3632fb9a,2025-02-10 17:12:15,5,Email,0
3632fb9a,2025-02-10 17:14:23,6,Search Ads,1
3632fb9a,2025-02-10 23:34:55,7,Direct Traffic,1
3632fb9a,2025-02-11 08:03:43,8,Search Ads,1
3632fb9a,2025-02-11 19:52:33,9,Referral,1
36344d92,2025-02-10 04:10:42,1,Referral,1
36344d92,2025-02-10 05:01:08,2,Direct Traffic,1
36344d92,2025-02-10 18:32:44,3,Social Media,0
36344d92,2025-02-10 23:28:13,4,Referral,1
36344d92,2025-02-10 23:59:41,5,Email,0
3647bf51,2025-02-11 18:28:56,1,Search Ads,1
364860bf,2025-02-10 01:11:09,1,Email,1
364860bf,2025-02-10 11:51:36,2,Referral,1
364860bf,2025-02-10 16:42:49,3,Display Ads,0
364860bf,2025-02-11 07:13:54,4,Referral,1
364860bf,2025-02-11 17:49:15,5,Search Ads,1
3652638f,2025-02-10 05:26:06,1,Email,0
3652638f,2025-02-11 07:56:21,2,Direct Traffic,0
3652638f,2025-02-11 20:21:58,3,Email,0
3654281d,2025-02-10 01:28:37,1,Display Ads,0
3654281d,2025-02-11 00:06:35,2,Email,0
365dabd9,2025-02-10 00:53:44,1,Social Media,1
365dabd9,2025-02-10 12:21:45,2,Referral,1
365dabd9,2025-02-11 12:07:47,3,Email,0
3667c47b,2025-02-10 12:10:29,1,Referral,0
3667c47b,2025-02-11 08:56:15,2,Referral,1
368f689c,2025-02-10 07:11:55,1,Display Ads,0
368f689c,2025-02-10 10:47:46,2,Direct Traffic,0
368f689c,2025-02-10 23:54:11,3,Email,1
368f689c,2025-02-11 07:09:22,4,Direct Traffic,1
368f689c,2025-02-11 10:56:17,5,Referral,0
3698586b,2025-02-10 07:10:40,1,Direct Traffic,0
3698586b,2025-02-10 17:01:33,2,Social Media,0
3698586b,2025-02-10 19:26:50,3,Social Media,1
3698586b,2025-02-11 03:27:51,4,Email,0
36bf215f,2025-02-10 07:15:12,1,Social Media,1
36bf215f,2025-02-10 20:29:44,2,Referral,0
36bf215f,2025-02-11 19:21:06,3,Email,0
36bf215f,2025-02-11 19:34:12,4,Direct Traffic,1
36bf215f,2025-02-11 23:32:16,5,Email,0
36c2f038,2025-02-10 18:49:21,1,Referral,0
36c2f038,2025-02-10 23:45:11,2,Social Media,1
36dcabce,2025-02-10 04:24:04,1,Social Media,1
36dcabce,2025-02-10 04:38:57,2,Referral,0
36e962f1,2025-02-11 09:09:58,1,Email,1
36e962f1,2025-02-11 12:18:59,2,Social Media,0
36e962f1,2025-02-11 23:13:39,3,Direct Traffic,0
36f3aa22,2025-02-11 01:03:24,1,Display Ads,0
36f3aa22,2025-02-11 07:09:52,2,Email,0
36f3aa22,2025-02-11 17:01:22,3,Referral,1
3703260c,2025-02-10 05:18:00,1,Social Media,1
3703260c,2025-02-10 09:12:49,2,Direct Traffic,0
3703260c,2025-02-10 10:53:29,3,Referral,1
3703260c,2025-02-11 05:20:11,4,Display Ads,0
371aede4,2025-02-10 12:29:18,1,Direct Traffic,0
371aede4,2025-02-11 15:39:38,2,Referral,0
37484ade,2025-02-11 14:59:51,1,Social Media,1
37484ade,2025-02-11 17:26:10,2,Display Ads,0
3786e0d4,2025-02-10 14:43:41,1,Display Ads,0
37a3bebb,2025-02-10 03:48:52,1,Referral,0
37a3bebb,2025-02-10 05:20:21,2,Display Ads,0
37a3bebb,2025-02-10 11:48:41,3,Referral,0
37a3bebb,2025-02-11 12:51:02,4,Search Ads,1
37ad7b4e,2025-02-10 02:48:49,1,Search Ads,0
37ad7b4e,2025-02-10 07:28:54,2,Referral,1
37ad7b4e,2025-02-10 11:50:00,3,Social Media,1
37ad7b4e,2025-02-10 13:00:12,4,Referral,0
37ad7b4e,2025-02-10 19:26:45,5,Search Ads,1
37ad7b4e,2025-02-11 01:51:08,6,Social Media,1
37d711e0,2025-02-10 03:19:28,1,Social Media,1
37d711e0,2025-02-10 12:15:30,2,Referral,0
37d711e0,2025-02-10 17:25:06,3,Email,0
37d711e0,2025-02-11 08:43:36,4,Social Media,0
37d711e0,2025-02-11 09:55:47,5,Email,0
37dd919f,2025-02-10 04:14:26,1,Search Ads,0
37dd919f,2025-02-11 11:57:22,2,Social Media,0
37dd919f,2025-02-11 12:41:45,3,Direct Traffic,0
37ec8e91,2025-02-10 08:34:22,1,Email,0
37ec8e91,2025-02-10 19:10:38,2,Search Ads,1
37ec8e91,2025-02-11 06:47:20,3,Social Media,0
37f647fb,2025-02-11 18:45:22,1,Social Media,1
37f647fb,2025-02-11 18:54:00,2,Referral,0
38075bf8,2025-02-10 13:36:09,1,Display Ads,0
38075bf8,2025-02-10 20:53:37,2,Email,0
38075bf8,2025-02-11 03:44:38,3,Referral,1
3838fdb5,2025-02-11 00:17:56,1,Search Ads,0
3838fdb5,2025-02-11 20:31:34,2,Social Media,0
384e7885,2025-02-10 06:33:22,1,Referral,1
384e7885,2025-02-10 10:47:26,2,Direct Traffic,0
384e7885,2025-02-10 17:49:43,3,Direct Traffic,0
384e7885,2025-02-11 01:49:50,4,Display Ads,1
384e7885,2025-02-11 13:31:35,5,Direct Traffic,0
386663b3,2025-02-10 20:23:48,1,Email,1
386663b3,2025-02-11 14:43:31,2,Social Media,0
38708a20,2025-02-10 08:46:10,1,Search Ads,0
38708a20,2025-02-10 13:49:14,2,Search Ads,0
38efb358,2025-02-10 04:35:18,1,Display Ads,0
38efb358,2025-02-10 09:36:23,2,Social Media,1
38efb358,2025-02-10 17:03:05,3,Email,0
38efb358,2025-02-10 19:14:46,4,Referral,0
38fa9a35,2025-02-10 00:30:00,1,Direct Traffic,1
38fa9a35,2025-02-10 09:59:08,2,Email,0
38fa9a35,2025-02-10 13:01:07,3,Direct Traffic,0
38fa9a35,2025-02-10 14:50:37,4,Direct Traffic,1
3912b8a1,2025-02-10 06:04:02,1,Referral,1
3912b8a1,2025-02-11 08:42:50,2,Display Ads,0
392093a1,2025-02-10 12:58:56,1,Email,0
392093a1,2025-02-11 01:01:20,2,Search Ads,1
392093a1,2025-02-11 04:23:24,3,Referral,1
392093a1,2025-02-11 12:53:53,4,Direct Traffic,1
392093a1,2025-02-11 18:38:55,5,Referral,1
39789b06,2025-02-10 08:50:58,1,Referral,1
39789b06,2025-02-10 15:34:37,2,Social Media,1
398efcf3,2025-02-10 00:41:37,1,Referral,1
398efcf3,2025-02-10 02:58:46,2,Search Ads,0
398efcf3,2025-02-10 11:52:29,3,Referral,1
398efcf3,2025-02-10 12:25:09,4,Social Media,1
398efcf3,2025-02-11 00:14:00,5,Email,0
398efcf3,2025-02-11 07:14:35,6,Direct Traffic,1
398efcf3,2025-02-11 14:25:28,7,Display Ads,1
398efcf3,2025-02-11 18:18:07,8,Direct Traffic,0
398efcf3,2025-02-11 20:12:34,9,Email,1
3994c037,2025-02-10 00:27:42,1,Direct Traffic,0
3994c037,2025-02-10 18:30:49,2,Referral,1
3994c037,2025-02-11 09:47:39,3,Display Ads,0
3994c037,2025-02-11 18:59:50,4,Search Ads,0
39a7267e,2025-02-10 00:41:40,1,Social Media,0
39a7267e,2025-02-10 17:35:46,2,Referral,0
39a7267e,2025-02-10 20:21:42,3,Social Media,1
39a7267e,2025-02-11 12:54:49,4,Social Media,0
39c17f98,2025-02-10 13:14:28,1,Display Ads,1
39c17f98,2025-02-10 19:11:55,2,Referral,0
39c17f98,2025-02-11 10:13:36,3,Referral,0
39d7bc71,2025-02-10 02:26:52,1,Display Ads,1
39d7bc71,2025-02-10 14:05:24,2,Social Media,1
39d7bc71,2025-02-11 14:33:00,3,Direct Traffic,0
39d7bc71,2025-02-11 22:29:17,4,Referral,0
39fb7b3e,2025-02-10 14:48:42,1,Direct Traffic,1
39fb7b3e,2025-02-11 16:15:19,2,Search Ads,1
3a4a229d,2025-02-10 03:23:34,1,Display Ads,0
3a4a229d,2025-02-10 06:24:16,2,Social Media,1
3a4a229d,2025-02-10 09:43:27,3,Referral,1
3a4a229d,2025-02-11 08:58:02,4,Social Media,0
3a4a229d,2025-02-11 19:16:20,5,Referral,1
3a9837b6,2025-02-10 10:04:48,1,Display Ads,1
3a9837b6,2025-02-10 23:32:32,2,Social Media,0
3a9837b6,2025-02-11 03:29:51,3,Search Ads,1
3a9837b6,2025-02-11 09:50:02,4,Social Media,0
3ac0ec97,2025-02-10 04:05:57,1,Display Ads,1
3ac0ec97,2025-02-10 20:53:55,2,Search Ads,1
3ad08799,2025-02-10 07:44:03,1,Social Media,1
3ad08799,2025-02-10 23:34:42,2,Social Media,1
3ad08799,2025-02-11 21:44:08,3,Referral,1
3ae46470,2025-02-10 17:18:20,1,Social Media,0
3ae46470,2025-02-11 13:22:52,2,Social Media,1
3ae46470,2025-02-11 17:30:49,3,Referral,1
3af8485d,2025-02-10 12:40:32,1,Email,0
3af8485d,2025-02-10 19:24:40,2,Social Media,0
3af8485d,2025-02-11 14:45:59,3,Email,0
3af8485d,2025-02-11 15:13:40,4,Display Ads,1
3afd14c4,2025-02-10 00:07:38,1,Direct Traffic,0
3b0582e3,2025-02-11 01:31:25,1,Email,0
3b0582e3,2025-02-11 04:25:17,2,Display Ads,1
3b0582e3,2025-02-11 11:42:37,3,Email,1
3b0582e3,2025-02-11 16:10:36,4,Direct Traffic,1
3b2748df,2025-02-11 01:31:08,1,Direct Traffic,1
3b2748df,2025-02-11 21:17:20,2,Direct Traffic,1
3b4530e6,2025-02-10 00:03:55,1,Email,1
3b4530e6,2025-02-10 10:59:25,2,Search Ads,1
3b4530e6,2025-02-11 03:42:31,3,Display Ads,1
3b4530e6,2025-02-11 04:31:24,4,Search Ads,1
3b4530e6,2025-02-11 05:58:10,5,Email,0
3b79e5cd,2025-02-10 12:32:42,1,Search Ads,1
3b79e5cd,2025-02-11 23:38:13,2,Referral,0
3bc3d0fe,2025-02-10 11:16:58,1,Social Media,1
3bc3d0fe,2025-02-10 19:12:39,2,Referral,1
3bc3d0fe,2025-02-11 07:06:29,3,Direct Traffic,1
3bc3d0fe,2025-02-11 19:14:50,4,Search Ads,0
3bca0e81,2025-02-10 17:07:51,1,Direct Traffic,0
3bca0e81,2025-02-11 13:04:54,2,Direct Traffic,0
3bca0e81,2025-02-11 13:57:44,3,Social Media,1
3bca0e81,2025-02-11 23:41:51,4,Display Ads,1
3be8093d,2025-02-10 02:01:14,1,Direct Traffic,0
3be8093d,2025-02-10 06:18:28,2,Email,0
3be8093d,2025-02-10 10:47:36,3,Email,0
3be8093d,2025-02-11 00:56:43,4,Referral,1
3be8093d,2025-02-11 07:21:13,5,Display Ads,0
3be8093d,2025-02-11 07:40:27,6,Search Ads,1
3be8093d,2025-02-11 16:04:49,7,Search Ads,1
3c071b44,2025-02-10 02:03:19,1,Display Ads,1
3c071b44,2025-02-11 02:04:17,2,Direct Traffic,0
3c071b44,2025-02-11 18:32:40,3,Display Ads,1
3c16d96c,2025-02-10 14:33:20,1,Email,1
3c16d96c,2025-02-10 18:59:32,2,Social Media,1
3c16d96c,2025-02-10 19:31:34,3,Social Media,1
3c16d96c,2025-02-11 13:25:07,4,Search Ads,0
3c309775,2025-02-10 08:59:40,1,Search Ads,0
3c309775,2025-02-11 06:11:15,2,Display Ads,0
3c394cb8,2025-02-10 07:38:27,1,Referral,0
3c394cb8,2025-02-10 15:37:40,2,Referral,1
3c394cb8,2025-02-11 03:32:40,3,Direct Traffic,1
3c394cb8,2025-02-11 19:35:11,4,Referral,0
3c3990e2,2025-02-10 14:38:37,1,Search Ads,1
3c3990e2,2025-02-10 15:56:02,2,Display Ads,0
3c3990e2,2025-02-10 16:45:12,3,Email,0
3c702a46,2025-02-10 07:17:14,1,Search Ads,0
3c702a46,2025-02-11 16:09:42,2,Search Ads,0
3c81b7c7,2025-02-11 02:31:31,1,Referral,1
3c81b7c7,2025-02-11 14:00:11,2,Display Ads,1
3caf8e93,2025-02-10 08:30:47,1,Search Ads,0
3caf8e93,2025-02-10 20:14:33,2,Social Media,1
3caf8e93,2025-02-10 21:36:11,3,Display Ads,1
3caf8e93,2025-02-11 05:52:55,4,Display Ads,0
3caf8e93,2025-02-11 21:02:45,5,Social Media,0
3cc31f83,2025-02-10 03:12:11,1,Direct Traffic,0
3cc31f83,2025-02-11 03:03:09,2,Referral,0
3cc31f83,2025-02-11 15:15:22,3,Search Ads,0
3cdd3c31,2025-02-11 15:34:26,1,Referral,1
3cf78ba6,2025-02-11 00:48:03,1,Referral,0
3cf78ba6,2025-02-11 12:10:24,2,Display Ads,0
3cf78ba6,2025-02-11 19:29:06,3,Referral,0
3d1a0247,2025-02-10 06:58:59,1,Social Media,0
3d1a0247,2025-02-10 07:09:19,2,Email,0
3d1a0247,2025-02-10 17:52:53,3,Search Ads,0
3d1a0247,2025-02-11 02:25:16,4,Social Media,1
3d1a0247,2025-02-11 05:30:23,5,Email,0
3d23ba9e,2025-02-10 05:33:29,1,Referral,1
3d23ba9e,2025-02-10 17:20:03,2,Email,0
3d23ba9e,2025-02-10 18:15:30,3,Email,0
3d23ba9e,2025-02-11 11:41:06,4,Search Ads,0
3d23ba9e,2025-02-11 21:35:42,5,Display Ads,0
3d251e78,2025-02-10 23:49:30,1,Search Ads,0
3d430347,2025-02-11 06:40:19,1,Referral,0
3d430347,2025-02-11 09:07:12,2,Social Media,0
3d461838,2025-02-10 17:58:37,1,Direct Traffic,0
3d461838,2025-02-11 21:59:12,2,Social Media,0
3d6554e4,2025-02-10 09:59:48,1,Display Ads,0
3d6554e4,2025-02-10 12:30:50,2,Display Ads,1
3d6554e4,2025-02-10 23:59:52,3,Social Media,1
3d6554e4,2025-02-11 15:17:29,4,Display Ads,1
3d6554e4,2025-02-11 19:29:44,5,Display Ads,1
3d6870b9,2025-02-10 23:21:36,1,Social Media,1
3d6870b9,2025-02-11 08:45:09,2,Search Ads,0
3d6870b9,2025-02-11 21:53:20,3,Search Ads,0
3d6870b9,2025-02-11 23:08:37,4,Referral,0
3d9a36e7,2025-02-10 19:35:54,1,Search Ads,0
3d9a36e7,2025-02-10 22:13:02,2,Email,1
3d9a36e7,2025-02-10 22:15:09,3,Display Ads,0
3dd4e6d4,2025-02-11 14:53:27,1,Social Media,1
3dda0541,2025-02-10 06:42:25,1,Direct Traffic,1
3dda0541,2025-02-10 21:01:07,2,Email,0
3dda0541,2025-02-11 04:03:59,3,Referral,0
3dda0541,2025-02-11 07:06:01,4,Referral,1
3ddf6709,2025-02-10 21:37:12,1,Direct Traffic,0
3ddf6709,2025-02-10 21:48:08,2,Display Ads,1
3ddf6709,2025-02-11 17:25:08,3,Direct Traffic,1
3ddf6709,2025-02-11 19:39:25,4,Social Media,1
3ddf6709,2025-02-11 21:59:52,5,Search Ads,0
3df11562,2025-02-10 01:11:40,1,Direct Traffic,0
3df11562,2025-02-11 10:38:45,2,Display Ads,0
3df11562,2025-02-11 14:19:17,3,Display Ads,0
3dfce31e,2025-02-10 23:22:20,1,Social Media,0
3dfce31e,2025-02-11 10:26:41,2,Search Ads,0
3dfce31e,2025-02-11 11:08:33,3,Social Media,0
3e3c6fab,2025-02-11 15:56:00,1,Direct Traffic,1
3e3c6fab,2025-02-11 21:25:46,2,Direct Traffic,0
3e4acd34,2025-02-10 01:55:50,1,Email,0
3e4acd34,2025-02-10 16:40:19,2,Display Ads,0
3e4acd34,2025-02-10 20:57:37,3,Email,0
3e4acd34,2025-02-11 12:37:09,4,Social Media,0
3e5b4fb1,2025-02-11 10:21:14,1,Display Ads,0
3e5b4fb1,2025-02-11 11:35:32,2,Direct Traffic,0
3e5b4fb1,2025-02-11 19:56:21,3,Social Media,0
3e71f42a,2025-02-10 04:05:58,1,Social Media,0
3e71f42a,2025-02-10 20:31:07,2,Display Ads,0
3e71f42a,2025-02-11 03:20:15,3,Direct Traffic,0
3e71f42a,2025-02-11 04:54:54,4,Social Media,1
3e71f42a,2025-02-11 21:33:27,5,Social Media,1
3e78046c,2025-02-10 06:22:03,1,Email,0
3e78046c,2025-02-11 22:17:28,2,Social Media,1
3e7bfdc2,2025-02-11 03:59:40,1,Referral,0
3e7bfdc2,2025-02-11 04:39:53,2,Email,1
3e7bfdc2,2025-02-11 12:18:31,3,Display Ads,0
3e7db5a4,2025-02-10 03:02:41,1,Referral,0
3e7db5a4,2025-02-10 16:42:22,2,Direct Traffic,0
3e7db5a4,2025-02-10 20:13:06,3,Display Ads,1
3e7db5a4,2025-02-11 15:07:03,4,Direct Traffic,0
3e94ed3b,2025-02-10 13:36:37,1,Referral,0
3e94ed3b,2025-02-11 03:48:22,2,Display Ads,0
3e94ed3b,2025-02-11 10:59:19,3,Email,0
3e94ed3b,2025-02-11 14:54:16,4,Referral,0
3e94ed3b,2025-02-11 23:35:12,5,Search Ads,1
3ea552e8,2025-02-10 11:03:25,1,Social Media,0
3ea552e8,2025-02-11 06:31:08,2,Social Media,1
3ea552e8,2025-02-11 15:16:26,3,Email,0
3ea552e8,2025-02-11 20:06:51,4,Search Ads,1
3ea552e8,2025-02-11 20:14:08,5,Social Media,0
